Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen
03.07.2018;16:00;17:00;66.354;42.773,5;146,75
03.07.2018;17:00;18:00;65.749,25;47.081,5;155
03.07.2018;18:00;19:00;65.313;52.403,5;240,5
03.07.2018;19:00;20:00;64.292;56.710,5;58
03.07.2018;20:00;21:00;61.705;57.434;14
03.07.2018;21:00;22:00;58.986,5;56.169,25;10,5
03.07.2018;22:00;23:00;56.828,25;54.118,5;24,5
03.07.2018;23:00;00:00;52.682,25;50.099,25;197,25
04.07.2018;00:00;01:00;49.176,75;46.902,5;361,25
04.07.2018;01:00;02:00;47.005;45.035;1.582,5
04.07.2018;02:00;03:00;45.814,5;44.120,5;3.025,75
04.07.2018;03:00;04:00;45.921,25;44.516,5;3.654,25
04.07.2018;04:00;05:00;46.677;45.486,75;4.003,5
04.07.2018;05:00;06:00;49.354,25;47.891;1.868,5
04.07.2018;06:00;07:00;56.722,5;53.615,25;282
04.07.2018;07:00;08:00;62.880,5;56.379;74,25
04.07.2018;08:00;09:00;66.248;55.188,75;13,75
04.07.2018;09:00;10:00;67.666,5;51.602;14
04.07.2018;10:00;11:00;69.417,25;49.106,25;26,25
04.07.2018;11:00;12:00;71.176,75;48.020;56,75
04.07.2018;12:00;13:00;70.725,5;46.549,25;11
04.07.2018;13:00;14:00;70.496,25;46.252,75;66,25
04.07.2018;14:00;15:00;69.523,5;47.042,75;72,75
04.07.2018;15:00;16:00;68.070;48.098;21
04.07.2018;16:00;17:00;66.338;48.078,5;534,75
04.07.2018;17:00;18:00;66.077,75;50.945,25;618,5
04.07.2018;18:00;19:00;65.742,75;55.084;433,5
04.07.2018;19:00;20:00;64.319,75;58.029;12
04.07.2018;20:00;21:00;61.402,5;57.667,5;46,75
04.07.2018;21:00;22:00;59.029;56.399,25;10
04.07.2018;22:00;23:00;57.199,75;54.608,5;107,25
04.07.2018;23:00;00:00;52.933;50.413,25;245,25
05.07.2018;00:00;01:00;49.480,5;46.983,75;1.864,75
05.07.2018;01:00;02:00;47.389,5;45.167,75;2.290,75
05.07.2018;02:00;03:00;46.023;43.749,5;3.353,75
05.07.2018;03:00;04:00;46.068,5;43.711;4.125,25
05.07.2018;04:00;05:00;46.916,5;44.302,25;4.481
05.07.2018;05:00;06:00;49.504,25;46.351,5;3.044,25
05.07.2018;06:00;07:00;57.049;52.325;212
05.07.2018;07:00;08:00;63.023;55.206,5;11,25
05.07.2018;08:00;09:00;66.727;54.693,25;11
05.07.2018;09:00;10:00;68.410,75;51.960,75;10,25
05.07.2018;10:00;11:00;69.947,75;50.016;78,5
05.07.2018;11:00;12:00;70.877,75;47.761,75;56,25
05.07.2018;12:00;13:00;70.359,75;45.748,25;206,25
05.07.2018;13:00;14:00;69.911;44.336;248,5
05.07.2018;14:00;15:00;68.989;44.185,5;277,75
05.07.2018;15:00;16:00;68.027,25;44.297,5;766,25
05.07.2018;16:00;17:00;66.835,75;45.657;372,25
05.07.2018;17:00;18:00;66.649,5;47.962,25;374,25
05.07.2018;18:00;19:00;66.163,5;50.083,5;294
05.07.2018;19:00;20:00;65.059,75;51.641,5;785
05.07.2018;20:00;21:00;62.279,5;51.740,5;173
05.07.2018;21:00;22:00;59.782,25;50.780,5;267,5
05.07.2018;22:00;23:00;57.403,5;48.827,25;336,5
05.07.2018;23:00;00:00;53.357,75;45.134;1.077,5
06.07.2018;00:00;01:00;49.989,5;41.938,75;882,75
06.07.2018;01:00;02:00;47.769;39.652;1.567,25
06.07.2018;02:00;03:00;46.830;38.455,5;3.081
06.07.2018;03:00;04:00;46.893,25;38.402,5;3.198,25
06.07.2018;04:00;05:00;47.886,5;39.402,75;2.930,75
06.07.2018;05:00;06:00;50.620,25;41.405,75;1.755,75
06.07.2018;06:00;07:00;58.167,75;47.656,5;748
06.07.2018;07:00;08:00;64.116,75;52.047;15,5
06.07.2018;08:00;09:00;66.740,25;52.285;11,25
06.07.2018;09:00;10:00;68.746,25;50.748,5;12
06.07.2018;10:00;11:00;69.973,25;48.217,5;12,75
06.07.2018;11:00;12:00;71.409;45.355,75;19,25
06.07.2018;12:00;13:00;71.232,5;41.876,5;174
06.07.2018;13:00;14:00;70.200,25;38.163,25;752,5
06.07.2018;14:00;15:00;67.313;34.242,5;987
06.07.2018;15:00;16:00;66.315,75;33.897;652
06.07.2018;16:00;17:00;64.773,75;33.176,75;1.036,25
06.07.2018;17:00;18:00;64.265;35.238,25;489,5
06.07.2018;18:00;19:00;63.154,25;38.178;413,5
06.07.2018;19:00;20:00;62.494,25;41.386,25;374,25
06.07.2018;20:00;21:00;59.730,25;43.438;527,25
06.07.2018;21:00;22:00;56.545,75;43.090,75;74,5
06.07.2018;22:00;23:00;55.079,25;42.094,75;82,25
06.07.2018;23:00;00:00;51.625,25;38.685,75;259,25
07.07.2018;00:00;01:00;47.922,25;35.314,75;104,5
07.07.2018;01:00;02:00;45.589;33.671,75;479,75
07.07.2018;02:00;03:00;44.165;32.836,25;324,75
07.07.2018;03:00;04:00;43.487,5;32.503,5;294
07.07.2018;04:00;05:00;43.162,5;32.555,75;612,75
07.07.2018;05:00;06:00;42.893,25;32.360,25;861,25
07.07.2018;06:00;07:00;45.016;33.550,5;175
07.07.2018;07:00;08:00;48.665,5;33.925;49,5
07.07.2018;08:00;09:00;52.974;31.867,5;323,75
07.07.2018;09:00;10:00;55.907,5;28.315;623,25
07.07.2018;10:00;11:00;57.491,5;24.731,25;1.482,25
07.07.2018;11:00;12:00;58.229,5;21.572;2.729
07.07.2018;12:00;13:00;57.335;18.109;4.013,75
07.07.2018;13:00;14:00;55.226,25;14.900,25;6.123,25
07.07.2018;14:00;15:00;53.677;13.676;5.555,75
07.07.2018;15:00;16:00;52.906,25;14.501,5;4.707,25
07.07.2018;16:00;17:00;52.666,5;17.261,25;4.308,75
07.07.2018;17:00;18:00;53.060;22.408,5;3.255
07.07.2018;18:00;19:00;52.982;28.080,25;1.224
07.07.2018;19:00;20:00;52.413,75;33.053,5;600,75
07.07.2018;20:00;21:00;50.247,5;35.472,5;85,75
07.07.2018;21:00;22:00;48.302,75;36.101,5;23,5
07.07.2018;22:00;23:00;47.610,25;35.526;82,75
07.07.2018;23:00;00:00;45.018,75;32.886,5;316
08.07.2018;00:00;01:00;42.112,5;30.721,5;145,75
08.07.2018;01:00;02:00;40.058,5;29.559,25;474,5
08.07.2018;02:00;03:00;38.636,25;29.025,25;642,5
08.07.2018;03:00;04:00;37.789,25;29.322,75;771,75
08.07.2018;04:00;05:00;37.537,25;29.705,25;667,75
08.07.2018;05:00;06:00;37.094;29.490,5;1.386,25
08.07.2018;06:00;07:00;37.908,5;29.478,75;993
08.07.2018;07:00;08:00;40.590,25;29.544,5;797
08.07.2018;08:00;09:00;44.297,5;28.814;529
08.07.2018;09:00;10:00;47.049,25;26.636,75;207,75
08.07.2018;10:00;11:00;48.975,5;23.688;2.318,75
08.07.2018;11:00;12:00;50.715,25;21.269,75;3.555,25
08.07.2018;12:00;13:00;50.537;18.835,5;4.739,75
08.07.2018;13:00;14:00;48.973;16.745,75;5.502
08.07.2018;14:00;15:00;47.590,5;15.777,5;6.491,25
08.07.2018;15:00;16:00;47.045,75;17.446,75;5.820,75
08.07.2018;16:00;17:00;46.951,25;20.927,75;3.895
08.07.2018;17:00;18:00;48.069,75;26.411,75;2.025,75
08.07.2018;18:00;19:00;48.777,75;32.509,5;412,25
08.07.2018;19:00;20:00;48.782,75;37.882;107,75
08.07.2018;20:00;21:00;48.500,5;41.152,75;19
08.07.2018;21:00;22:00;48.081,75;41.622,5;5,25
08.07.2018;22:00;23:00;48.847,25;41.485;202,75
08.07.2018;23:00;00:00;45.754,5;37.498,25;693,75
09.07.2018;00:00;01:00;43.119,25;34.619;1.254,5
09.07.2018;01:00;02:00;41.578;33.228,5;1.653,5
09.07.2018;02:00;03:00;40.489,25;32.546,25;2.481,25
09.07.2018;03:00;04:00;40.876,5;32.950,5;3.169,75
09.07.2018;04:00;05:00;42.159;34.007,25;2.784,5
09.07.2018;05:00;06:00;45.674,5;36.462,5;1.404
09.07.2018;06:00;07:00;53.712,75;43.033,75;247,25
09.07.2018;07:00;08:00;60.047,25;46.478,75;163
09.07.2018;08:00;09:00;64.270,25;45.289,75;427
09.07.2018;09:00;10:00;65.456;40.031;368,5
09.07.2018;10:00;11:00;66.962,75;36.450;317,5
09.07.2018;11:00;12:00;68.619;34.437,75;277,5
09.07.2018;12:00;13:00;69.028,75;33.378;977
09.07.2018;13:00;14:00;68.440,5;31.441,75;1.611,75
09.07.2018;14:00;15:00;67.563,5;30.766;1.853,75
09.07.2018;15:00;16:00;66.926;31.604,75;1.539,75
09.07.2018;16:00;17:00;64.965,25;32.621,5;1.092,5
09.07.2018;17:00;18:00;64.456,75;36.163,75;393
09.07.2018;18:00;19:00;64.065,75;40.847,25;302,5
09.07.2018;19:00;20:00;62.883,75;44.253,5;99,25
09.07.2018;20:00;21:00;59.442,75;44.484,5;144,75
09.07.2018;21:00;22:00;56.939,75;44.145;129,5
09.07.2018;22:00;23:00;54.348,25;42.732;185,5
09.07.2018;23:00;00:00;50.043;39.632,25;423,5
10.07.2018;00:00;01:00;46.791,75;37.165,5;910,75
10.07.2018;01:00;02:00;44.936,5;36.186,5;2.095,5
10.07.2018;02:00;03:00;43.866,5;35.566,75;3.516,5
10.07.2018;03:00;04:00;44.145,25;36.428,75;3.835,25
10.07.2018;04:00;05:00;44.812,5;37.611,5;3.123,75
10.07.2018;05:00;06:00;47.596,75;39.903,75;2.184,75
10.07.2018;06:00;07:00;54.805,5;46.688,25;639
10.07.2018;07:00;08:00;60.668,25;51.032,5;6,25
10.07.2018;08:00;09:00;64.228;52.350;10,5
10.07.2018;09:00;10:00;65.269,75;50.570,5;111
10.07.2018;10:00;11:00;67.233,75;50.295,5;7
10.07.2018;11:00;12:00;68.373;49.092,75;28,25
10.07.2018;12:00;13:00;68.009,75;46.829,75;437,25
10.07.2018;13:00;14:00;67.208;45.060,25;103,5
10.07.2018;14:00;15:00;65.616,25;43.030;194,25
10.07.2018;15:00;16:00;64.948,75;42.564,5;246,75
10.07.2018;16:00;17:00;63.396,5;42.677,25;215,25
10.07.2018;17:00;18:00;62.959,5;45.223,5;153,5
10.07.2018;18:00;19:00;62.453;48.653,75;141
10.07.2018;19:00;20:00;61.449,75;51.236;12
10.07.2018;20:00;21:00;58.607;51.865,5;64
10.07.2018;21:00;22:00;56.030;50.955;169,75
10.07.2018;22:00;23:00;54.080,25;49.236,5;76,25
10.07.2018;23:00;00:00;49.808,75;44.938,5;426,25
11.07.2018;00:00;01:00;46.536,25;41.575,75;672
11.07.2018;01:00;02:00;44.711,25;39.569,25;1.268,25
11.07.2018;02:00;03:00;43.541,25;38.510,25;2.746
11.07.2018;03:00;04:00;43.712,25;38.967,75;3.568,75
11.07.2018;04:00;05:00;44.970,25;40.215;3.254
11.07.2018;05:00;06:00;47.707;42.217,5;1.676,75
11.07.2018;06:00;07:00;54.935,5;48.412,75;447,5
11.07.2018;07:00;08:00;60.657,25;52.540,5;7,25
11.07.2018;08:00;09:00;64.023,5;53.484,25;8,25
11.07.2018;09:00;10:00;65.160,75;51.427;9,25
11.07.2018;10:00;11:00;66.870,5;50.185,25;12,25
11.07.2018;11:00;12:00;67.904;49.417,75;15,25
11.07.2018;12:00;13:00;67.148,75;48.147,75;38,5
11.07.2018;13:00;14:00;66.446;47.494,25;13
11.07.2018;14:00;15:00;65.216;46.187,75;295
11.07.2018;15:00;16:00;64.731,75;46.050,75;508,5
11.07.2018;16:00;17:00;63.432,5;45.891,25;604,25
11.07.2018;17:00;18:00;62.954;47.653,5;813,5
11.07.2018;18:00;19:00;62.478,5;49.989;185,25
11.07.2018;19:00;20:00;61.184,5;52.255;359,25
11.07.2018;20:00;21:00;58.455,5;52.351,25;186,75
11.07.2018;21:00;22:00;55.933,25;51.106;499,75
11.07.2018;22:00;23:00;53.724,75;49.120,5;390,75
11.07.2018;23:00;00:00;49.756,75;45.423,5;644,75
12.07.2018;00:00;01:00;46.281,75;42.271;432
12.07.2018;01:00;02:00;44.473,5;40.798,5;1.855
12.07.2018;02:00;03:00;43.420,5;39.664,5;3.375,5
12.07.2018;03:00;04:00;43.722,5;39.635,75;5.184,75
12.07.2018;04:00;05:00;44.752,25;40.273;4.458,75
12.07.2018;05:00;06:00;47.608,5;42.257,5;2.940,25
12.07.2018;06:00;07:00;54.830,25;48.004,75;666,5
12.07.2018;07:00;08:00;60.845,25;51.720,25;45
12.07.2018;08:00;09:00;64.617,75;52.192,25;6
12.07.2018;09:00;10:00;65.929,75;49.443;6
12.07.2018;10:00;11:00;67.486,25;47.172;15
12.07.2018;11:00;12:00;68.821,75;45.282,25;35,75
12.07.2018;12:00;13:00;68.302;42.274,25;302
12.07.2018;13:00;14:00;67.385,25;40.249,25;338,75
12.07.2018;14:00;15:00;66.452,25;39.590,5;720,75
12.07.2018;15:00;16:00;65.438,25;39.188,5;557,25
12.07.2018;16:00;17:00;64.023,5;40.300,25;199
12.07.2018;17:00;18:00;63.628,25;43.788,5;101,75
12.07.2018;18:00;19:00;62.844,75;47.424,5;16,75
12.07.2018;19:00;20:00;61.589;50.318;195,75
12.07.2018;20:00;21:00;59.155,75;50.788,25;37,25
12.07.2018;21:00;22:00;56.636,5;49.546,5;27,5
12.07.2018;22:00;23:00;54.604,75;48.004;6,25
12.07.2018;23:00;00:00;50.124,75;43.945,75;8,25
13.07.2018;00:00;01:00;46.877,25;40.660,5;352
13.07.2018;01:00;02:00;44.924,5;38.657,5;1.268,5
13.07.2018;02:00;03:00;43.926,5;37.744,5;3.328,25
13.07.2018;03:00;04:00;44.035,75;37.797,75;4.099,25
13.07.2018;04:00;05:00;45.025;38.994,25;3.215
13.07.2018;05:00;06:00;47.634;41.550,25;1.542
13.07.2018;06:00;07:00;54.778;47.725,75;333,5
13.07.2018;07:00;08:00;60.657;51.008,25;6,25
13.07.2018;08:00;09:00;64.301;50.039,25;6,75
13.07.2018;09:00;10:00;65.477,25;45.643,25;7
13.07.2018;10:00;11:00;66.946,5;41.982;18
13.07.2018;11:00;12:00;68.157,5;39.503,25;16,25
13.07.2018;12:00;13:00;67.639;37.255,25;36,75
13.07.2018;13:00;14:00;66.310,75;35.506,25;449,25
13.07.2018;14:00;15:00;64.682,5;34.898,25;987,5
13.07.2018;15:00;16:00;63.649,5;35.414,75;1.030,75
13.07.2018;16:00;17:00;62.425,75;36.880,75;803,25
13.07.2018;17:00;18:00;61.918;40.928,25;808
13.07.2018;18:00;19:00;60.712,25;45.176;587,25
13.07.2018;19:00;20:00;59.352,75;48.691,5;345,75
13.07.2018;20:00;21:00;56.582,75;49.215;411
13.07.2018;21:00;22:00;54.128,75;48.094;107
13.07.2018;22:00;23:00;52.410,75;46.610,25;130,5
13.07.2018;23:00;00:00;48.729,5;43.200,25;139,75
14.07.2018;00:00;01:00;45.881;40.643;451
14.07.2018;01:00;02:00;43.720,75;38.584,25;681
14.07.2018;02:00;03:00;42.132,75;37.129,25;482,5
14.07.2018;03:00;04:00;41.703,75;36.865,5;966
14.07.2018;04:00;05:00;41.701,25;37.156;1.296,5
14.07.2018;05:00;06:00;41.605,5;37.262,75;1.318,25
14.07.2018;06:00;07:00;43.692,5;38.663,5;984,75
14.07.2018;07:00;08:00;46.981,25;39.505,25;573,75
14.07.2018;08:00;09:00;50.855,75;38.793,25;583
14.07.2018;09:00;10:00;54.034,5;36.767;608,25
14.07.2018;10:00;11:00;55.942,5;33.834,5;600,75
14.07.2018;11:00;12:00;56.781;31.424;113,5
14.07.2018;12:00;13:00;55.917,75;29.626,25;28,5
14.07.2018;13:00;14:00;54.039,75;27.678,5;771,5
14.07.2018;14:00;15:00;52.979;27.520,25;1.786,25
14.07.2018;15:00;16:00;51.974,75;28.309,5;1.613,25
14.07.2018;16:00;17:00;51.612,5;30.183;1.079,25
14.07.2018;17:00;18:00;51.556,25;34.204,25;666,75
14.07.2018;18:00;19:00;50.922,75;38.389,5;131,75
14.07.2018;19:00;20:00;49.857,25;41.898,25;48,25
14.07.2018;20:00;21:00;47.814,75;42.927,25;10,5
14.07.2018;21:00;22:00;46.145,5;42.164,25;9
14.07.2018;22:00;23:00;45.383,75;40.644;178,75
14.07.2018;23:00;00:00;42.370;37.293,25;643
15.07.2018;00:00;01:00;40.510;35.793;480,75
15.07.2018;01:00;02:00;38.471,5;34.547;560,5
15.07.2018;02:00;03:00;37.003,75;33.888,25;282,5
15.07.2018;03:00;04:00;36.674;33.904,5;994,25
15.07.2018;04:00;05:00;36.587;34.049,5;1.340,5
15.07.2018;05:00;06:00;36.256,5;33.664;2.104,75
15.07.2018;06:00;07:00;37.347;33.541,75;2.220,5
15.07.2018;07:00;08:00;39.971,75;33.138;1.147,25
15.07.2018;08:00;09:00;43.526,75;31.792,5;970
15.07.2018;09:00;10:00;46.560,25;29.053,75;1.286,5
15.07.2018;10:00;11:00;48.535,75;26.280,75;1.842,5
15.07.2018;11:00;12:00;50.146,25;25.139,75;1.655,25
15.07.2018;12:00;13:00;49.747,75;23.877,5;2.315,5
15.07.2018;13:00;14:00;48.103,5;22.906,25;3.178
15.07.2018;14:00;15:00;47.398,25;24.256;3.151
15.07.2018;15:00;16:00;46.794;26.011,5;2.883
15.07.2018;16:00;17:00;46.818,75;28.890,75;2.549,5
15.07.2018;17:00;18:00;47.006;32.407;673,75
15.07.2018;18:00;19:00;47.518,25;36.819;905
15.07.2018;19:00;20:00;48.034,25;41.385,25;452,25
15.07.2018;20:00;21:00;47.544;43.486;69,5
15.07.2018;21:00;22:00;47.086,25;43.662,5;7,25
15.07.2018;22:00;23:00;47.435,5;43.277;147,25
15.07.2018;23:00;00:00;44.456,75;39.882,5;542,5
16.07.2018;00:00;01:00;41.877;37.402,5;389,5
16.07.2018;01:00;02:00;40.273,5;36.079;707,75
16.07.2018;02:00;03:00;39.338,25;35.614,75;1.211,5
16.07.2018;03:00;04:00;39.273,5;36.166,75;1.422,25
16.07.2018;04:00;05:00;40.493,5;37.547,75;1.186,25
16.07.2018;05:00;06:00;43.841,5;40.878,5;1.106,25
16.07.2018;06:00;07:00;51.859;48.118,5;448,25
16.07.2018;07:00;08:00;58.246,25;51.901;6
16.07.2018;08:00;09:00;62.301;52.291;6,5
16.07.2018;09:00;10:00;63.968;49.334,5;6
16.07.2018;10:00;11:00;65.573,5;46.368,5;62,5
16.07.2018;11:00;12:00;66.943,25;44.096,25;204,75
16.07.2018;12:00;13:00;66.346;41.215,75;317,5
16.07.2018;13:00;14:00;65.811;40.245,5;162,25
16.07.2018;14:00;15:00;65.007,25;40.557,5;61,75
16.07.2018;15:00;16:00;64.202,5;41.493,25;135,75
16.07.2018;16:00;17:00;62.688,5;42.829,5;38,25
16.07.2018;17:00;18:00;62.680;47.198,25;178,25
16.07.2018;18:00;19:00;61.907,75;51.112,5;137,25
16.07.2018;19:00;20:00;60.772,75;54.636,25;25,75
16.07.2018;20:00;21:00;58.352;54.899,75;11,5
16.07.2018;21:00;22:00;56.115,25;53.319,5;21,75
16.07.2018;22:00;23:00;54.091,75;50.835,5;170,75
16.07.2018;23:00;00:00;49.656,25;46.300,75;659,25
17.07.2018;00:00;01:00;46.427,5;43.701,75;198,75
17.07.2018;01:00;02:00;44.653;42.560;871,75
17.07.2018;02:00;03:00;43.422,75;41.778,75;1.399,75
17.07.2018;03:00;04:00;43.403,75;42.018;2.878,75
17.07.2018;04:00;05:00;44.143;42.754,5;3.080
17.07.2018;05:00;06:00;46.810;45.309,75;1.306,25
17.07.2018;06:00;07:00;53.695,75;50.895,75;153,75
17.07.2018;07:00;08:00;59.790;53.621,5;8
17.07.2018;08:00;09:00;63.532,25;52.636,75;72,25
17.07.2018;09:00;10:00;65.151,75;48.885;30
17.07.2018;10:00;11:00;66.807,75;45.479,75;46,75
17.07.2018;11:00;12:00;68.457,25;43.146,25;17
17.07.2018;12:00;13:00;67.988;40.611,5;12,25
17.07.2018;13:00;14:00;67.577,75;39.451;100,25
17.07.2018;14:00;15:00;66.245;38.300,25;165,75
17.07.2018;15:00;16:00;65.292,25;38.376,25;200
17.07.2018;16:00;17:00;64.155,75;38.735,75;713,5
17.07.2018;17:00;18:00;63.902,75;41.710,5;247
17.07.2018;18:00;19:00;63.162,5;45.290,5;169,5
17.07.2018;19:00;20:00;61.825;47.548,75;9,25
17.07.2018;20:00;21:00;59.353,5;47.526,75;453,5
17.07.2018;21:00;22:00;56.999;46.852,25;173,5
17.07.2018;22:00;23:00;55.052,25;45.427,5;66,5
17.07.2018;23:00;00:00;50.666;41.423,25;159,25
18.07.2018;00:00;01:00;47.319,75;38.161,25;396
18.07.2018;01:00;02:00;45.705,5;36.093,25;1.181
18.07.2018;02:00;03:00;44.757,25;34.439,5;2.154,25
18.07.2018;03:00;04:00;45.141,5;33.893;2.795
18.07.2018;04:00;05:00;46.109;34.669;2.697,75
18.07.2018;05:00;06:00;48.906,75;37.678,75;1.303,25
18.07.2018;06:00;07:00;55.289,5;43.504,75;576,5
18.07.2018;07:00;08:00;61.083,25;47.370;39,25
18.07.2018;08:00;09:00;64.607,5;46.330,25;111
18.07.2018;09:00;10:00;65.868,25;41.705;150,75
18.07.2018;10:00;11:00;67.086;37.945,5;60,25
18.07.2018;11:00;12:00;68.425,75;36.436;77,75
18.07.2018;12:00;13:00;68.250,75;34.785;31,5
18.07.2018;13:00;14:00;67.669,5;33.943,5;350,25
18.07.2018;14:00;15:00;66.598,5;33.334,5;985
18.07.2018;15:00;16:00;65.504;33.923,25;659
18.07.2018;16:00;17:00;64.254,25;35.672;359
18.07.2018;17:00;18:00;63.676,25;39.665,5;74,5
18.07.2018;18:00;19:00;62.912,25;44.510,25;177,75
18.07.2018;19:00;20:00;61.846,25;49.235;7,75
18.07.2018;20:00;21:00;59.158;51.015,25;6,75
18.07.2018;21:00;22:00;56.972,5;50.241,25;57
18.07.2018;22:00;23:00;55.062,5;47.030,75;300
18.07.2018;23:00;00:00;50.827,75;41.541,75;506,75
19.07.2018;00:00;01:00;47.550,75;37.863,75;766,75
19.07.2018;01:00;02:00;45.926,75;36.923,25;1.305,75
19.07.2018;02:00;03:00;44.731,25;36.451,25;2.134
19.07.2018;03:00;04:00;44.532,75;37.211,5;2.224,75
19.07.2018;04:00;05:00;45.618,5;39.114,5;2.053
19.07.2018;05:00;06:00;48.017;41.724,75;810
19.07.2018;06:00;07:00;54.237;47.142,75;362,25
19.07.2018;07:00;08:00;60.057,5;50.584,75;6
19.07.2018;08:00;09:00;63.903,25;49.792,75;102
19.07.2018;09:00;10:00;65.437,25;45.825;40,5
19.07.2018;10:00;11:00;66.714,25;41.996,75;151,5
19.07.2018;11:00;12:00;67.983;39.490;16,25
19.07.2018;12:00;13:00;67.752,5;37.683,75;30,75
19.07.2018;13:00;14:00;66.971,25;36.619;99,25
19.07.2018;14:00;15:00;65.871,75;36.523,5;128,75
19.07.2018;15:00;16:00;64.819;37.811;33
19.07.2018;16:00;17:00;63.449,75;40.192;82,75
19.07.2018;17:00;18:00;62.937,25;44.600,5;204,5
19.07.2018;18:00;19:00;62.483,25;49.778;132,75
19.07.2018;19:00;20:00;61.322;53.573,5;463,25
19.07.2018;20:00;21:00;58.738,5;53.763,5;49,5
19.07.2018;21:00;22:00;56.945,75;52.158,25;113,75
19.07.2018;22:00;23:00;54.616,25;48.876,25;64,75
19.07.2018;23:00;00:00;50.273,5;44.348;189,25
20.07.2018;00:00;01:00;47.002,75;41.722,25;382,5
20.07.2018;01:00;02:00;44.915,75;40.480,25;1.040,75
20.07.2018;02:00;03:00;43.665,5;39.947;1.829,75
20.07.2018;03:00;04:00;43.842,75;40.431,75;2.589,75
20.07.2018;04:00;05:00;44.864,25;41.597;2.731
20.07.2018;05:00;06:00;47.261,5;44.005,5;1.890,5
20.07.2018;06:00;07:00;53.845,25;49.319,75;317,25
20.07.2018;07:00;08:00;59.587,25;52.148;71,25
20.07.2018;08:00;09:00;63.236,5;51.491,25;3,75
20.07.2018;09:00;10:00;64.747,75;47.585;4,25
20.07.2018;10:00;11:00;66.553,75;44.377;92,25
20.07.2018;11:00;12:00;67.688,5;42.737,5;3,25
20.07.2018;12:00;13:00;66.346,5;40.331,75;25,5
20.07.2018;13:00;14:00;65.238,25;39.448,25;92
20.07.2018;14:00;15:00;64.032,25;39.473,25;152,25
20.07.2018;15:00;16:00;63.098;40.958,75;20,5
20.07.2018;16:00;17:00;61.517;42.618;65
20.07.2018;17:00;18:00;61.318,25;46.386,25;114,75
20.07.2018;18:00;19:00;60.297,25;49.876,25;215,75
20.07.2018;19:00;20:00;58.751;51.938,5;11,5
20.07.2018;20:00;21:00;55.947;50.851;102
20.07.2018;21:00;22:00;53.899,25;48.086,75;377,5
20.07.2018;22:00;23:00;51.959,25;45.300,5;438,75
20.07.2018;23:00;00:00;48.407,75;41.089,5;512,5
21.07.2018;00:00;01:00;45.593,75;37.932,25;560,5
21.07.2018;01:00;02:00;43.534,5;36.491,5;553,75
21.07.2018;02:00;03:00;41.950;35.729,25;893,75
21.07.2018;03:00;04:00;41.246,75;35.562,25;1.116,25
21.07.2018;04:00;05:00;40.701,5;35.019,5;1.106
21.07.2018;05:00;06:00;40.829;35.251,75;1.322,5
21.07.2018;06:00;07:00;43.061;36.821,25;699,5
21.07.2018;07:00;08:00;46.772,5;39.070,75;232
21.07.2018;08:00;09:00;50.492;41.417;4,5
21.07.2018;09:00;10:00;53.304,25;41.797,25;3,5
21.07.2018;10:00;11:00;55.060,5;41.174;3,5
21.07.2018;11:00;12:00;55.915,5;40.360,75;125,5
21.07.2018;12:00;13:00;55.014;38.528,5;57,75
21.07.2018;13:00;14:00;53.308,75;36.858,25;42
21.07.2018;14:00;15:00;51.911;36.340,75;3,5
21.07.2018;15:00;16:00;51.258;36.918;18
21.07.2018;16:00;17:00;50.893,5;38.443;152,75
21.07.2018;17:00;18:00;51.357,25;41.454,75;56,75
21.07.2018;18:00;19:00;51.151,25;43.974,5;107
21.07.2018;19:00;20:00;50.157,5;45.134,5;10
21.07.2018;20:00;21:00;48.197,5;44.875,25;153,5
21.07.2018;21:00;22:00;47.003,25;44.338,25;98,75
21.07.2018;22:00;23:00;45.936,25;43.288;92,25
21.07.2018;23:00;00:00;43.204,25;40.473,75;242,5
22.07.2018;00:00;01:00;41.343,25;38.530;319,75
22.07.2018;01:00;02:00;39.498,5;36.759,75;1.375,75
22.07.2018;02:00;03:00;38.323,75;35.529,5;1.834,75
22.07.2018;03:00;04:00;37.765;35.033;2.634,5
22.07.2018;04:00;05:00;37.756,5;34.979;2.398,75
22.07.2018;05:00;06:00;37.111,5;34.246;2.388,25
22.07.2018;06:00;07:00;37.538;33.805,5;3.180,25
22.07.2018;07:00;08:00;39.855,5;34.372,75;2.614,5
22.07.2018;08:00;09:00;42.980,25;35.442;1.156
22.07.2018;09:00;10:00;45.828,5;35.141,75;194,25
22.07.2018;10:00;11:00;47.938;33.746,25;700,25
22.07.2018;11:00;12:00;50.038,25;32.967,5;547
22.07.2018;12:00;13:00;49.717,25;31.026,75;704,5
22.07.2018;13:00;14:00;48.264;28.969,25;1.915,25
22.07.2018;14:00;15:00;47.249;27.603,75;2.899,5
22.07.2018;15:00;16:00;46.726,25;27.345,5;2.927,75
22.07.2018;16:00;17:00;46.551,75;29.260,5;2.519,75
22.07.2018;17:00;18:00;47.406;33.203,75;2.183,25
22.07.2018;18:00;19:00;48.455,25;38.378,75;215,75
22.07.2018;19:00;20:00;48.505;42.300,25;79
22.07.2018;20:00;21:00;48.107,5;44.636,75;99,5
22.07.2018;21:00;22:00;47.959;45.518;97,25
